REF_AREA_LABEL,FREQ,FREQ_LABEL,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE_LABEL
Spain,Q,Quarterly,2015-Q2,22.4,Percentage of labor force
Spain,Q,Quarterly,2015-Q3,21.2,Percentage of labor force
Spain,Q,Quarterly,2015-Q4,20.9,Percentage of labor force
Spain,Q,Quarterly,2016-Q1,21.0,Percentage of labor force
Spain,Q,Quarterly,2016-Q2,20.0,Percentage of labor force
Spain,Q,Quarterly,2016-Q3,18.9333333333333,Percentage of labor force
Spain,Q,Quarterly,2016-Q4,18.6666666666667,Percentage of labor force
Spain,Q,Quarterly,2017-Q1,18.7666666666667,Percentage of labor force
Spain,Q,Quarterly,2017-Q2,17.2333333333333,Percentage of labor force
Spain,Q,Quarterly,2017-Q3,16.4,Percentage of labor force
Spain,Q,Quarterly,2017-Q4,16.5333333333333,Percentage of labor force
Spain,Q,Quarterly,2018-Q1,16.7333333333333,Percentage of labor force
Spain,Q,Quarterly,2018-Q2,15.3,Percentage of labor force
Spain,Q,Quarterly,2018-Q3,14.5666666666667,Percentage of labor force
Spain,Q,Quarterly,2018-Q4,14.4666666666667,Percentage of labor force
Spain,Q,Quarterly,2019-Q1,14.7333333333333,Percentage of labor force
Spain,Q,Quarterly,2019-Q2,14.0333333333333,Percentage of labor force
Spain,Q,Quarterly,2019-Q3,13.9,Percentage of labor force
Spain,Q,Quarterly,2019-Q4,13.7666666666667,Percentage of labor force
Spain,Q,Quarterly,2020-Q1,14.4333333333333,Percentage of labor force
Spain,Q,Quarterly,2020-Q2,15.3333333333333,Percentage of labor force
Spain,Q,Quarterly,2020-Q3,16.2333333333333,Percentage of labor force
Spain,Q,Quarterly,2020-Q4,16.1333333333333,Percentage of labor force
Spain,Q,Quarterly,2021-Q1,16.1666666666667,Percentage of labor force
Spain,Q,Quarterly,2021-Q2,15.4,Percentage of labor force
Spain,Q,Quarterly,2021-Q3,14.7333333333333,Percentage of labor force
Spain,Q,Quarterly,2021-Q4,13.4333333333333,Percentage of labor force
Spain,Q,Quarterly,2022-Q1,13.7333333333333,Percentage of labor force
Spain,Q,Quarterly,2022-Q2,12.6666666666667,Percentage of labor force
Spain,Q,Quarterly,2022-Q3,12.7333333333333,Percentage of labor force
Spain,Q,Quarterly,2022-Q4,13.0,Percentage of labor force
Spain,Q,Quarterly,2023-Q1,13.4,Percentage of labor force
Spain,Q,Quarterly,2023-Q2,11.7,Percentage of labor force
Spain,Q,Quarterly,2023-Q3,11.9,Percentage of labor force
Spain,Q,Quarterly,2023-Q4,11.7666666666667,Percentage of labor force
Spain,Q,Quarterly,2024-Q1,12.3,Percentage of labor force
